Winning Numbers,Month,Day,Hour,Minute
"[3, 4, 8, 10, 19, 28, 34, 39, 40, 43, 44, 46, 49, 54, 56, 58, 65, 71, 74, 77]",7,27,8,5
"[1, 4, 6, 8, 10, 15, 20, 24, 33, 34, 35, 42, 43, 44, 51, 54, 57, 65, 70, 74]",7,27,8,10
"[6, 9, 20, 29, 31, 32, 34, 36, 38, 40, 48, 49, 51, 61, 66, 67, 72, 76, 77, 78]",7,27,8,15
"[2, 3, 4, 8, 9, 10, 17, 20, 23, 25, 31, 32, 36, 41, 45, 50, 53, 66, 72, 77]",7,27,8,20
"[1, 2, 3, 15, 16, 20, 29, 32, 33, 36, 37, 39, 58, 63, 66, 67, 71, 73, 75, 78]",7,27,8,25
"[8, 9, 19, 23, 29, 32, 33, 34, 39, 45, 54, 58, 59, 60, 62, 63, 68, 70, 73, 78]",7,27,8,30
"[3, 6, 8, 10, 14, 15, 16, 19, 22, 32, 43, 44, 53, 59, 63, 66, 74, 78, 79, 80]",7,27,8,35
"[3, 4, 5, 6, 11, 12, 13, 15, 19, 20, 24, 30, 33, 36, 41, 51, 61, 66, 67, 70]",7,27,8,40
"[1, 3, 4, 5, 10, 16, 17, 18, 19, 26, 28, 29, 30, 32, 36, 37, 59, 66, 72, 76]",7,27,8,45
"[2, 3, 4, 5, 14, 19, 22, 27, 36, 45, 53, 57, 60, 63, 65, 70, 73, 74, 78, 79]",7,27,8,50
"[1, 2, 6, 7, 15, 22, 26, 37, 38, 41, 42, 48, 49, 51, 55, 57, 61, 62, 67, 70]",7,27,8,55
"[7, 18, 20, 21, 22, 35, 36, 39, 43, 44, 48, 49, 52, 54, 61, 63, 64, 66, 75, 77]",7,27,9,0
"[2, 3, 4, 7, 16, 17, 20, 25, 26, 32, 34, 36, 48, 49, 50, 54, 57, 66, 68, 75]",7,27,9,5
"[1, 2, 4, 10, 15, 16, 22, 27, 31, 41, 42, 44, 54, 58, 64, 67, 70, 78, 79, 80]",7,27,9,10
"[1, 9, 10, 11, 12, 18, 25, 26, 27, 29, 33, 39, 44, 47, 50, 51, 55, 60, 61, 78]",7,27,9,15
"[2, 3, 7, 12, 15, 19, 20, 24, 28, 30, 44, 45, 46, 50, 53, 58, 60, 71, 75, 80]",7,27,9,20
"[5, 10, 11, 12, 15, 19, 24, 26, 32, 34, 37, 38, 39, 40, 45, 50, 57, 58, 63, 68]",7,27,9,25
"[4, 6, 11, 17, 18, 20, 25, 28, 34, 36, 40, 44, 46, 49, 57, 60, 61, 69, 74, 79]",7,27,9,30
"[2, 6, 9, 10, 17, 19, 20, 22, 29, 32, 42, 46, 52, 60, 63, 69, 71, 74, 77, 80]",7,27,9,35
"[2, 6, 10, 15, 19, 26, 31, 39, 40, 41, 49, 61, 62, 63, 64, 66, 67, 69, 70, 77]",7,27,9,40
"[8, 11, 12, 16, 24, 27, 28, 35, 38, 42, 43, 45, 46, 48, 52, 57, 58, 68, 75, 76]",7,27,9,45
"[4, 11, 12, 13, 14, 15, 16, 22, 27, 29, 31, 38, 46, 51, 55, 57, 60, 64, 79, 80]",7,27,9,50
"[10, 23, 25, 28, 35, 42, 44, 46, 47, 49, 52, 56, 58, 59, 63, 68, 71, 73, 74, 78]",7,27,9,55
"[3, 8, 11, 15, 16, 18, 20, 30, 35, 39, 47, 51, 52, 53, 54, 55, 56, 60, 71, 72]",7,27,10,0
"[3, 12, 15, 17, 20, 30, 33, 35, 41, 42, 48, 67, 69, 70, 72, 73, 74, 76, 77, 79]",7,27,10,5
"[5, 11, 16, 17, 21, 22, 24, 26, 29, 32, 35, 36, 48, 55, 58, 60, 64, 66, 70, 77]",7,27,10,10
"[4, 7, 8, 15, 26, 29, 31, 35, 36, 37, 38, 47, 53, 55, 57, 63, 67, 69, 70, 76]",7,27,10,15
"[8, 9, 13, 19, 20, 22, 26, 29, 46, 50, 54, 55, 58, 60, 63, 66, 70, 74, 75, 78]",7,27,10,20
"[1, 2, 4, 8, 10, 11, 15, 36, 39, 41, 43, 46, 49, 52, 54, 65, 69, 72, 73, 79]",7,27,10,25
"[1, 7, 13, 15, 18, 24, 28, 30, 31, 35, 39, 41, 49, 55, 56, 59, 62, 66, 71, 74]",7,27,10,30
"[1, 5, 7, 10, 18, 20, 30, 31, 36, 37, 39, 40, 43, 45, 48, 51, 56, 59, 64, 66]",7,27,10,35
"[12, 14, 16, 17, 26, 28, 30, 33, 34, 41, 45, 47, 50, 55, 57, 60, 63, 67, 72, 75]",7,27,10,40
"[4, 5, 10, 14, 16, 18, 28, 36, 38, 39, 42, 44, 51, 55, 58, 60, 61, 64, 69, 71]",7,27,10,45
"[3, 9, 20, 22, 24, 25, 28, 36, 38, 48, 53, 54, 55, 58, 61, 66, 68, 71, 75, 79]",7,27,10,50
"[8, 9, 18, 20, 22, 24, 26, 27, 29, 38, 44, 47, 51, 53, 56, 61, 64, 69, 71, 75]",7,27,10,55
"[4, 7, 9, 10, 13, 14, 16, 17, 18, 23, 29, 30, 44, 59, 62, 64, 67, 73, 75, 79]",7,27,11,0
"[1, 5, 7, 10, 15, 22, 25, 26, 37, 39, 41, 43, 44, 52, 60, 64, 71, 73, 75, 78]",7,27,11,5
"[6, 7, 8, 10, 17, 19, 24, 25, 26, 33, 34, 50, 56, 58, 60, 64, 70, 71, 72, 75]",7,27,11,10
"[7, 9, 10, 15, 19, 20, 21, 23, 27, 29, 32, 42, 49, 50, 59, 65, 73, 75, 76, 78]",7,27,11,15
"[2, 5, 6, 11, 12, 13, 16, 20, 27, 32, 36, 37, 39, 41, 57, 61, 71, 72, 74, 75]",7,27,11,20
"[6, 13, 22, 31, 33, 34, 41, 47, 48, 49, 50, 53, 54, 55, 57, 62, 66, 70, 72, 74]",7,27,11,25
"[6, 7, 13, 19, 20, 34, 37, 40, 42, 44, 46, 49, 50, 52, 56, 63, 64, 73, 77, 80]",7,27,11,30
"[9, 12, 16, 17, 22, 26, 31, 32, 33, 40, 41, 43, 49, 52, 55, 67, 68, 75, 77, 78]",7,27,11,35
"[4, 7, 14, 15, 17, 22, 24, 25, 28, 29, 37, 38, 44, 45, 46, 60, 71, 74, 76, 77]",7,27,11,40
"[7, 8, 10, 12, 14, 16, 17, 27, 30, 36, 41, 42, 44, 52, 54, 55, 60, 67, 70, 74]",7,27,11,45
"[1, 4, 5, 8, 11, 13, 33, 34, 35, 37, 42, 48, 55, 57, 60, 63, 64, 65, 72, 78]",7,27,11,50
"[3, 5, 7, 16, 20, 21, 22, 41, 48, 49, 50, 54, 55, 57, 61, 63, 70, 71, 72, 79]",7,27,11,55
"[4, 6, 8, 9, 14, 17, 29, 30, 33, 36, 37, 40, 43, 46, 63, 67, 69, 73, 74, 78]",7,27,12,0
"[10, 15, 31, 33, 39, 40, 41, 42, 43, 51, 53, 54, 58, 59, 63, 65, 66, 68, 74, 80]",7,27,12,5
"[4, 5, 9, 11, 17, 24, 25, 30, 34, 36, 40, 46, 49, 51, 55, 60, 61, 63, 64, 76]",7,27,12,10
"[5, 8, 12, 14, 18, 20, 23, 28, 30, 36, 39, 46, 52, 53, 69, 70, 73, 74, 76, 80]",7,27,12,15
"[1, 6, 8, 10, 11, 20, 28, 29, 30, 34, 43, 47, 48, 53, 60, 61, 66, 69, 72, 73]",7,27,12,20
"[2, 4, 14, 15, 16, 22, 24, 31, 32, 33, 37, 44, 55, 56, 58, 62, 68, 69, 75, 80]",7,27,12,25
"[2, 3, 4, 7, 11, 12, 21, 29, 38, 39, 43, 46, 55, 59, 61, 65, 66, 67, 78, 79]",7,27,12,30
"[4, 6, 9, 11, 15, 16, 17, 22, 24, 27, 30, 49, 50, 51, 52, 53, 58, 59, 67, 68]",7,27,12,35
"[1, 7, 10, 13, 19, 21, 23, 26, 27, 33, 35, 39, 55, 57, 62, 63, 66, 68, 72, 73]",7,27,12,40
"[1, 2, 4, 13, 17, 20, 25, 28, 30, 34, 40, 49, 50, 51, 56, 67, 70, 71, 77, 79]",7,27,12,45
"[9, 13, 19, 22, 24, 31, 36, 37, 39, 40, 41, 42, 44, 56, 62, 67, 69, 73, 75, 79]",7,27,12,50
"[1, 3, 4, 17, 19, 26, 28, 31, 33, 37, 52, 53, 58, 60, 61, 63, 65, 69, 71, 76]",7,27,12,55
"[1, 6, 8, 11, 12, 18, 20, 22, 24, 39, 44, 46, 47, 48, 67, 72, 77, 78, 79, 80]",7,27,13,0
"[6, 8, 10, 11, 22, 24, 27, 33, 35, 37, 39, 43, 45, 49, 54, 64, 65, 72, 76, 79]",7,27,13,5
"[1, 3, 5, 12, 14, 19, 21, 28, 29, 30, 42, 43, 46, 48, 61, 64, 68, 73, 74, 78]",7,27,13,10
"[3, 4, 6, 7, 9, 10, 11, 15, 19, 21, 25, 39, 45, 47, 51, 59, 62, 66, 69, 78]",7,27,13,15
"[4, 5, 9, 20, 24, 30, 31, 34, 41, 43, 44, 45, 53, 57, 61, 63, 65, 68, 77, 80]",7,27,13,20
"[6, 10, 12, 16, 27, 32, 33, 34, 35, 37, 38, 39, 47, 51, 53, 55, 58, 64, 65, 68]",7,27,13,25
"[2, 10, 13, 14, 15, 16, 21, 24, 29, 32, 34, 35, 36, 45, 53, 54, 58, 72, 73, 77]",7,27,13,30
"[5, 7, 8, 13, 23, 25, 30, 31, 42, 45, 47, 57, 58, 61, 63, 68, 69, 72, 73, 80]",7,27,13,35
"[2, 7, 10, 19, 24, 26, 27, 29, 30, 40, 41, 43, 44, 48, 50, 52, 53, 57, 59, 65]",7,27,13,40
"[2, 3, 8, 11, 14, 26, 29, 30, 32, 33, 37, 44, 45, 46, 53, 57, 58, 69, 73, 77]",7,27,13,45
"[1, 2, 3, 6, 18, 19, 23, 25, 26, 27, 29, 31, 39, 55, 65, 67, 68, 72, 73, 79]",7,27,13,50
"[1, 3, 8, 13, 14, 22, 27, 39, 41, 42, 49, 52, 57, 59, 70, 75, 76, 77, 79, 80]",7,27,13,55
"[4, 8, 9, 11, 14, 18, 28, 29, 32, 37, 41, 42, 43, 45, 46, 49, 54, 56, 66, 75]",7,27,14,0
"[5, 6, 7, 11, 12, 13, 17, 25, 29, 30, 45, 47, 50, 51, 52, 57, 64, 73, 74, 79]",7,27,14,5
"[3, 5, 9, 10, 18, 20, 35, 40, 41, 45, 56, 60, 61, 65, 67, 72, 73, 75, 76, 78]",7,27,14,10
"[9, 13, 22, 25, 27, 30, 35, 37, 38, 43, 45, 46, 50, 52, 61, 64, 67, 69, 74, 79]",7,27,14,15
"[1, 3, 8, 16, 19, 20, 25, 28, 33, 38, 44, 45, 49, 50, 54, 59, 61, 62, 69, 80]",7,27,14,20
"[1, 2, 3, 9, 11, 14, 18, 20, 25, 31, 33, 36, 37, 47, 53, 56, 65, 70, 72, 75]",7,27,14,25
"[4, 8, 13, 18, 19, 20, 31, 36, 40, 41, 44, 45, 47, 48, 63, 68, 74, 76, 78, 79]",7,27,14,30
"[3, 12, 15, 27, 39, 41, 42, 43, 44, 45, 47, 51, 55, 56, 57, 65, 66, 68, 75, 80]",7,27,14,35
"[7, 10, 11, 12, 14, 15, 25, 26, 33, 35, 45, 54, 56, 61, 68, 69, 72, 73, 74, 79]",7,27,14,40
"[3, 4, 5, 8, 9, 12, 13, 18, 21, 26, 27, 32, 41, 43, 49, 59, 64, 74, 76, 79]",7,27,14,45
"[2, 5, 10, 15, 17, 19, 27, 28, 32, 33, 38, 44, 53, 58, 61, 62, 67, 68, 70, 71]",7,27,14,50
"[13, 19, 21, 22, 30, 31, 41, 43, 45, 48, 50, 52, 55, 58, 61, 62, 68, 70, 74, 79]",7,27,14,55
"[7, 8, 9, 13, 22, 29, 30, 33, 36, 44, 52, 58, 61, 62, 63, 67, 75, 77, 79, 80]",7,27,15,0
"[2, 3, 4, 5, 10, 13, 20, 24, 27, 30, 31, 34, 37, 41, 48, 54, 60, 71, 72, 76]",7,27,15,5
"[7, 11, 12, 15, 17, 20, 22, 27, 29, 30, 36, 40, 41, 54, 57, 66, 67, 73, 76, 80]",7,27,15,10
"[2, 3, 9, 22, 24, 25, 34, 38, 45, 48, 50, 51, 60, 62, 63, 67, 71, 76, 77, 80]",7,27,15,15
"[1, 8, 13, 15, 21, 24, 27, 28, 31, 43, 45, 52, 57, 58, 62, 64, 66, 67, 71, 80]",7,27,15,20
"[4, 8, 10, 16, 17, 19, 22, 23, 29, 30, 34, 40, 42, 47, 49, 51, 67, 69, 72, 80]",7,27,15,25
"[7, 8, 11, 17, 21, 32, 38, 43, 46, 47, 51, 55, 61, 63, 64, 67, 68, 70, 72, 80]",7,27,15,30
"[3, 7, 9, 22, 24, 28, 29, 33, 34, 36, 39, 53, 55, 57, 58, 60, 66, 67, 68, 69]",7,27,15,35
"[2, 7, 14, 15, 17, 19, 25, 28, 33, 34, 37, 40, 44, 46, 47, 48, 49, 54, 62, 75]",7,27,15,40
"[7, 18, 25, 26, 31, 35, 36, 38, 39, 44, 45, 55, 56, 57, 63, 65, 66, 72, 78, 80]",7,27,15,45
"[3, 12, 15, 22, 23, 26, 32, 37, 39, 42, 43, 52, 54, 57, 59, 64, 74, 75, 76, 78]",7,27,15,50
"[2, 6, 7, 8, 19, 20, 24, 26, 30, 43, 47, 50, 51, 53, 57, 58, 63, 66, 74, 76]",7,27,15,55
"[1, 3, 4, 7, 10, 12, 16, 24, 29, 34, 36, 42, 47, 49, 51, 55, 61, 62, 67, 78]",7,27,16,0
"[1, 4, 7, 13, 19, 21, 22, 24, 25, 36, 39, 47, 51, 52, 58, 63, 64, 65, 77, 78]",7,27,16,5
"[7, 10, 11, 12, 18, 20, 25, 28, 31, 38, 40, 44, 45, 48, 56, 57, 58, 59, 73, 77]",7,27,16,10
"[1, 2, 5, 10, 17, 23, 25, 26, 28, 29, 33, 40, 41, 46, 51, 53, 59, 62, 65, 67]",7,27,16,15
"[6, 11, 13, 16, 17, 19, 24, 31, 45, 46, 47, 51, 57, 59, 60, 63, 64, 65, 71, 78]",7,27,16,20
"[2, 4, 7, 9, 11, 16, 24, 32, 36, 38, 40, 45, 54, 55, 58, 60, 66, 72, 77, 79]",7,27,16,25
"[2, 3, 6, 9, 17, 18, 19, 21, 26, 30, 31, 34, 37, 39, 42, 51, 57, 61, 66, 76]",7,27,16,30
"[5, 8, 11, 12, 14, 18, 20, 21, 22, 26, 41, 43, 49, 55, 56, 59, 64, 69, 72, 79]",7,27,16,35
"[1, 7, 8, 9, 10, 16, 24, 26, 34, 38, 55, 56, 58, 59, 62, 63, 65, 66, 69, 74]",7,27,16,40
"[1, 5, 11, 14, 18, 19, 24, 25, 27, 28, 34, 35, 40, 42, 45, 49, 59, 65, 70, 74]",7,27,16,45
"[4, 7, 11, 17, 21, 24, 25, 34, 35, 40, 41, 43, 53, 54, 63, 67, 70, 71, 76, 78]",7,27,16,50
"[1, 3, 5, 6, 10, 15, 32, 34, 35, 40, 52, 53, 58, 59, 60, 61, 63, 67, 71, 78]",7,27,16,55
"[3, 4, 21, 25, 29, 33, 38, 41, 42, 43, 44, 48, 51, 53, 60, 61, 62, 67, 70, 76]",7,27,17,0
"[6, 12, 14, 18, 22, 24, 25, 27, 28, 31, 34, 47, 60, 62, 65, 70, 71, 73, 75, 77]",7,27,17,5
"[3, 4, 5, 10, 14, 17, 20, 23, 25, 32, 34, 35, 42, 45, 49, 50, 54, 67, 72, 74]",7,27,17,10
"[1, 2, 4, 6, 9, 12, 14, 16, 17, 22, 31, 36, 37, 44, 53, 57, 66, 73, 74, 75]",7,27,17,15
"[1, 5, 7, 13, 19, 24, 29, 30, 33, 35, 47, 53, 57, 58, 62, 68, 77, 78, 79, 80]",7,27,17,20
"[9, 10, 11, 17, 19, 23, 28, 33, 40, 42, 43, 45, 46, 47, 52, 57, 64, 67, 69, 73]",7,27,17,25
"[2, 4, 8, 24, 25, 26, 28, 30, 33, 39, 43, 49, 53, 55, 61, 70, 71, 72, 77, 79]",7,27,17,30
"[1, 4, 6, 8, 14, 21, 22, 27, 31, 34, 39, 40, 41, 42, 51, 62, 65, 68, 71, 73]",7,27,17,35
"[8, 12, 14, 18, 26, 29, 33, 36, 40, 45, 54, 60, 65, 71, 73, 74, 75, 76, 78, 79]",7,27,17,40
"[1, 2, 6, 10, 20, 37, 38, 41, 42, 43, 45, 51, 55, 58, 61, 62, 68, 69, 70, 80]",7,27,17,45
"[11, 16, 18, 19, 20, 23, 25, 32, 34, 45, 46, 48, 51, 53, 56, 59, 70, 71, 73, 74]",7,27,17,50
"[1, 5, 9, 19, 21, 25, 27, 29, 33, 37, 38, 55, 56, 57, 60, 62, 64, 67, 69, 77]",7,27,17,55
"[3, 10, 11, 12, 17, 18, 19, 25, 27, 28, 37, 38, 40, 44, 55, 57, 60, 69, 71, 77]",7,27,18,0
"[9, 11, 16, 17, 18, 19, 22, 26, 28, 37, 39, 49, 51, 54, 62, 63, 71, 72, 79, 80]",7,27,18,5
"[6, 8, 10, 15, 21, 27, 28, 41, 43, 46, 47, 52, 54, 55, 61, 63, 67, 69, 70, 77]",7,27,18,10
"[2, 7, 11, 18, 20, 22, 29, 33, 34, 39, 41, 43, 46, 47, 51, 61, 69, 73, 74, 79]",7,27,18,15
"[5, 8, 9, 12, 17, 18, 24, 31, 33, 37, 38, 43, 45, 55, 58, 64, 70, 75, 76, 77]",7,27,18,20
"[8, 16, 18, 22, 29, 31, 32, 33, 35, 36, 37, 38, 40, 43, 46, 51, 61, 70, 71, 76]",7,27,18,25
"[1, 12, 14, 15, 23, 24, 29, 32, 34, 36, 41, 45, 48, 52, 54, 61, 66, 73, 77, 80]",7,27,18,30
"[1, 10, 23, 25, 26, 27, 29, 30, 32, 37, 41, 45, 49, 52, 59, 60, 62, 73, 77, 78]",7,27,18,35
"[1, 2, 3, 13, 16, 24, 29, 36, 38, 40, 46, 51, 57, 61, 63, 67, 69, 75, 79, 80]",7,27,18,40
"[1, 2, 10, 25, 27, 30, 37, 43, 47, 51, 57, 60, 63, 68, 69, 72, 73, 76, 79, 80]",7,27,18,45
"[3, 4, 5, 13, 14, 15, 16, 19, 23, 29, 35, 39, 43, 45, 48, 59, 62, 69, 72, 77]",7,27,18,50
"[1, 12, 15, 17, 18, 21, 22, 27, 29, 40, 44, 47, 51, 57, 58, 65, 70, 76, 77, 78]",7,27,18,55
"[4, 6, 18, 24, 25, 27, 28, 31, 32, 34, 38, 42, 43, 45, 49, 51, 59, 61, 70, 77]",7,27,19,0
"[1, 4, 11, 15, 29, 32, 43, 46, 50, 54, 56, 58, 61, 65, 69, 72, 73, 75, 76, 79]",7,27,19,5
"[3, 12, 20, 22, 27, 36, 37, 42, 43, 46, 48, 49, 50, 57, 61, 62, 64, 66, 71, 73]",7,27,19,10
"[1, 3, 4, 5, 6, 9, 11, 14, 16, 21, 30, 32, 36, 45, 54, 57, 59, 64, 70, 73]",7,27,19,15
"[11, 12, 22, 26, 32, 33, 40, 45, 46, 51, 52, 54, 65, 72, 73, 74, 76, 77, 78, 79]",7,27,19,20
"[14, 16, 22, 27, 28, 29, 31, 35, 37, 38, 39, 40, 48, 51, 54, 59, 62, 64, 69, 73]",7,27,19,25
"[3, 4, 7, 10, 12, 15, 17, 21, 28, 29, 42, 44, 49, 59, 61, 64, 68, 70, 72, 78]",7,27,19,30
"[6, 11, 12, 15, 17, 21, 22, 25, 29, 32, 35, 41, 50, 54, 55, 57, 62, 66, 73, 77]",7,27,19,35
"[1, 2, 6, 8, 10, 13, 14, 15, 18, 19, 20, 34, 43, 50, 61, 63, 66, 71, 76, 78]",7,27,19,40
"[8, 9, 24, 30, 34, 36, 38, 41, 42, 45, 51, 56, 62, 63, 65, 69, 70, 75, 77, 80]",7,27,19,45
"[2, 4, 7, 10, 17, 25, 28, 40, 43, 47, 56, 57, 59, 64, 66, 68, 72, 74, 76, 77]",7,27,19,50
"[4, 11, 17, 18, 19, 20, 22, 28, 29, 38, 42, 49, 50, 54, 55, 63, 65, 71, 73, 79]",7,27,19,55
"[1, 4, 7, 9, 18, 19, 29, 33, 34, 37, 41, 42, 46, 47, 52, 54, 60, 71, 72, 78]",7,27,20,0
"[2, 4, 5, 15, 23, 31, 32, 34, 39, 42, 47, 48, 49, 55, 56, 60, 64, 68, 70, 78]",7,27,20,5
"[12, 16, 17, 22, 23, 34, 39, 41, 46, 50, 52, 53, 63, 64, 66, 70, 73, 74, 76, 79]",7,27,20,10
"[7, 15, 16, 17, 18, 22, 27, 30, 32, 35, 37, 50, 55, 59, 61, 62, 65, 69, 77, 80]",7,27,20,15
"[2, 3, 10, 26, 31, 32, 33, 35, 36, 45, 48, 51, 60, 62, 63, 65, 69, 70, 74, 80]",7,27,20,20
"[9, 10, 11, 14, 18, 21, 22, 28, 30, 40, 42, 49, 51, 52, 55, 56, 69, 70, 77, 79]",7,27,20,25
"[1, 3, 5, 8, 10, 11, 12, 13, 20, 22, 25, 26, 39, 41, 42, 44, 45, 46, 48, 50]",7,27,20,30
"[1, 5, 6, 16, 20, 26, 28, 29, 31, 35, 38, 41, 42, 50, 53, 54, 62, 69, 70, 76]",7,27,20,35
"[5, 13, 19, 23, 32, 35, 36, 45, 49, 51, 56, 57, 61, 64, 65, 66, 71, 72, 77, 79]",7,27,20,40
"[9, 13, 15, 16, 17, 19, 20, 22, 28, 41, 47, 53, 54, 55, 57, 59, 61, 62, 75, 77]",7,27,20,45
"[2, 3, 12, 14, 16, 19, 22, 28, 37, 40, 45, 49, 53, 57, 59, 60, 64, 69, 71, 73]",7,27,20,50
"[4, 7, 8, 9, 13, 31, 32, 34, 39, 42, 44, 51, 54, 58, 60, 62, 64, 72, 77, 80]",7,27,20,55
"[6, 7, 10, 12, 15, 35, 39, 43, 45, 46, 50, 51, 52, 54, 56, 63, 70, 71, 73, 78]",7,28,5,0
"[5, 6, 8, 11, 14, 19, 21, 23, 24, 30, 32, 34, 35, 38, 43, 46, 51, 58, 63, 65]",7,28,5,5
"[2, 6, 15, 19, 23, 26, 28, 29, 35, 36, 37, 39, 40, 41, 44, 49, 54, 61, 62, 66]",7,28,5,10
"[9, 19, 21, 23, 24, 32, 34, 41, 44, 46, 49, 50, 51, 55, 58, 60, 61, 63, 70, 77]",7,28,5,15
"[6, 7, 15, 17, 19, 25, 28, 31, 35, 37, 48, 54, 55, 58, 61, 67, 71, 74, 75, 79]",7,28,5,20
"[3, 4, 9, 13, 15, 25, 26, 32, 38, 45, 49, 50, 63, 67, 69, 70, 75, 77, 78, 79]",7,28,5,25
"[5, 6, 8, 10, 14, 20, 22, 27, 31, 41, 44, 56, 59, 60, 63, 65, 73, 74, 75, 77]",7,28,5,30
"[2, 7, 10, 11, 17, 18, 21, 23, 24, 27, 28, 33, 40, 43, 46, 51, 52, 62, 67, 70]",7,28,5,35
"[4, 7, 13, 19, 20, 22, 26, 30, 31, 38, 41, 43, 47, 53, 55, 64, 68, 69, 76, 78]",7,28,5,40
"[3, 4, 7, 14, 20, 30, 31, 38, 50, 51, 52, 53, 55, 56, 57, 60, 65, 72, 77, 79]",7,28,5,45
"[4, 5, 10, 17, 20, 29, 39, 42, 47, 50, 51, 53, 63, 65, 66, 68, 70, 71, 75, 78]",7,28,5,50
"[2, 4, 6, 7, 24, 28, 29, 31, 32, 33, 35, 37, 41, 43, 50, 52, 55, 64, 72, 73]",7,28,5,55
"[2, 3, 10, 17, 18, 20, 22, 24, 25, 29, 32, 33, 41, 43, 50, 54, 62, 65, 75, 79]",7,28,6,0
"[3, 16, 17, 20, 22, 24, 31, 33, 38, 41, 43, 44, 45, 48, 58, 67, 69, 70, 72, 80]",7,28,6,5
"[10, 16, 18, 19, 20, 22, 29, 35, 36, 41, 45, 50, 53, 54, 58, 61, 64, 66, 71, 74]",7,28,6,10
"[3, 9, 17, 18, 21, 24, 28, 31, 32, 34, 35, 38, 40, 44, 48, 52, 58, 65, 77, 78]",7,28,6,15
"[5, 7, 9, 12, 13, 14, 21, 31, 34, 37, 41, 50, 52, 65, 67, 69, 73, 76, 77, 80]",7,28,6,20
"[5, 7, 12, 15, 18, 21, 22, 24, 25, 28, 29, 33, 35, 36, 39, 41, 51, 58, 66, 67]",7,28,6,25
"[2, 6, 10, 12, 17, 20, 33, 36, 38, 39, 42, 44, 45, 58, 62, 66, 67, 74, 76, 78]",7,28,6,30
"[5, 7, 10, 15, 16, 17, 28, 32, 39, 43, 50, 51, 58, 65, 66, 67, 68, 69, 75, 77]",7,28,6,35
"[7, 8, 12, 22, 25, 40, 41, 48, 50, 55, 56, 58, 59, 61, 62, 66, 68, 71, 73, 76]",7,28,6,40
"[2, 12, 17, 19, 20, 25, 30, 31, 33, 37, 38, 39, 40, 45, 46, 51, 66, 69, 72, 78]",7,28,6,45
"[2, 3, 5, 16, 17, 18, 19, 22, 23, 26, 30, 35, 38, 39, 43, 48, 52, 55, 72, 77]",7,28,6,50
"[6, 8, 11, 18, 24, 27, 28, 35, 38, 41, 46, 49, 54, 55, 56, 61, 62, 66, 69, 71]",7,28,6,55
"[1, 4, 5, 10, 12, 14, 20, 21, 25, 27, 31, 38, 46, 54, 56, 58, 64, 69, 70, 72]",7,28,7,0
"[2, 4, 6, 7, 8, 11, 15, 20, 24, 30, 35, 37, 42, 58, 59, 63, 67, 70, 72, 80]",7,28,7,5
"[4, 5, 12, 21, 25, 30, 31, 32, 33, 43, 45, 46, 50, 55, 56, 58, 60, 61, 62, 69]",7,28,7,10
"[5, 6, 8, 9, 16, 20, 29, 35, 36, 37, 38, 40, 46, 52, 55, 60, 63, 65, 67, 68]",7,28,7,15
"[3, 13, 17, 22, 27, 28, 29, 36, 37, 40, 41, 42, 44, 47, 54, 56, 66, 71, 73, 77]",7,28,7,20
"[1, 8, 9, 11, 17, 23, 25, 27, 31, 35, 47, 50, 53, 55, 62, 63, 67, 68, 69, 80]",7,28,7,25
"[1, 2, 3, 6, 10, 11, 20, 22, 23, 27, 28, 29, 32, 33, 37, 51, 53, 59, 71, 80]",7,28,7,30
"[10, 11, 13, 19, 25, 30, 32, 33, 42, 49, 51, 54, 58, 59, 60, 64, 65, 67, 69, 71]",7,28,7,35
"[5, 6, 10, 11, 24, 28, 29, 33, 36, 39, 40, 48, 51, 54, 65, 73, 75, 77, 78, 80]",7,28,7,40
"[2, 9, 20, 22, 28, 29, 44, 46, 47, 51, 55, 58, 60, 63, 66, 69, 71, 76, 77, 78]",7,28,7,45
"[1, 4, 11, 28, 32, 33, 42, 43, 46, 48, 51, 52, 58, 59, 63, 67, 70, 72, 77, 79]",7,28,7,50
"[1, 7, 12, 19, 26, 28, 30, 33, 36, 41, 45, 46, 50, 53, 55, 59, 60, 64, 71, 77]",7,28,7,55
"[10, 13, 16, 25, 28, 35, 39, 42, 43, 46, 49, 54, 56, 60, 62, 63, 64, 71, 73, 75]",7,28,8,0
"[5, 7, 11, 18, 19, 22, 23, 24, 29, 32, 40, 48, 54, 56, 58, 62, 64, 65, 70, 71]",7,28,8,5
"[2, 10, 11, 15, 18, 28, 29, 31, 35, 39, 46, 47, 48, 55, 62, 67, 68, 71, 73, 78]",7,28,8,10
"[8, 9, 13, 20, 21, 27, 32, 34, 36, 47, 49, 50, 54, 59, 65, 71, 72, 75, 79, 80]",7,28,8,15
"[2, 22, 25, 28, 35, 37, 41, 42, 47, 49, 52, 53, 54, 55, 58, 61, 65, 67, 73, 75]",7,28,8,20
"[2, 9, 12, 13, 19, 20, 24, 26, 27, 36, 40, 43, 45, 50, 56, 57, 60, 65, 70, 74]",7,28,8,25
"[4, 6, 9, 19, 22, 26, 27, 28, 35, 38, 43, 44, 48, 52, 59, 60, 68, 70, 74, 77]",7,28,8,30
"[2, 5, 9, 11, 17, 24, 25, 32, 36, 38, 45, 55, 56, 59, 63, 68, 71, 72, 73, 76]",7,28,8,35
